house_domain,auction_house,auction_id,auction_datetime,uf,source_url,scraped_at
outrasepocas.com.br,Outras Épocas - Coleções e Antiguidades,54667,25/08/2025,,https://www.outrasepocas.com.br/,2026-06-11T03:55:10
budanoleiloeiro.com.br,Francesco Budano - Leiloeiro Oficial,53925,25/08/2025,,https://www.budanoleiloeiro.com.br/,2026-06-11T05:45:53
casaguarisse.com.br,Casa Guarisse Leilões,54423,25/08/2025,,https://www.casaguarisse.com.br/,2026-06-11T05:51:18
bvcolecionismo.lel.br,BV Colecionismo,54886,25/08/2025,,https://www.bvcolecionismo.lel.br/,2026-06-11T06:00:33
danielchaiebleiloeiro.com.br,Daniel Chaieb - Leiloeiro Oficial,54683,25/08/2025,,https://www.danielchaiebleiloeiro.com.br/,2026-06-11T06:00:33
fatimagarcialeiloes.com.br,Fátima Garcia Leilões,54016,25/08/2025,,https://www.fatimagarcialeiloes.com.br/,2026-06-11T06:12:37
leilaoatenas.com.br,Atenas Antiquário e Casa de leilões,53474,25/08/2025,,https://www.leilaoatenas.com.br/,2026-06-11T06:30:03
temperanileiloes.com.br,Temperani Leilões,54775,25/08/2025,,https://www.temperanileiloes.com.br/,2026-06-11T12:00:22
arte8r.com.br,ArteBR Conteúdo de Arte,53709,25/08/2025,,https://www.arte8r.com.br/,2026-06-11T12:03:10
jmacedoleiloes.com.br,J Macedo Leilões,55238,25/08/2025,,https://www.jmacedoleiloes.com.br/,2026-06-11T12:09:36
leiloesldr.com.br,Leilões LDR,55152,25/08/2025,,https://www.leiloesldr.com.br/,2026-06-11T12:11:19
brooksleiloes.com.br,Brooks Leilões,37357,25/08/2023,,https://www.brooksleiloes.com.br/,2026-06-11T05:45:29
bradg.com.br,Bradg Brazilian Art e Design Gallery,29483,25/08/2022,,https://www.bradg.com.br/,2026-06-11T05:44:40
elanceleiloes.com.br,eLance Leilões,29201,25/08/2022,,https://www.elanceleiloes.com.br/,2026-06-11T12:07:01
duzzivintage.com.br,Duzzi Vintage Leilões,22094,25/08/2021,,https://www.duzzivintage.com.br/,2026-06-11T06:07:46
brooksleiloes.com.br,Brooks Leilões,53835,25/07/2025,,https://www.brooksleiloes.com.br/,2026-06-11T05:45:29
filatelicauniao.com.br,Filatélica União,54311,25/07/2025,,https://www.filatelicauniao.com.br/,2026-06-11T06:15:56
leiloes.jafetnumismatica.com,Jafet Numismática Leilões,52400,25/07/2025,,https://www.leiloes.jafetnumismatica.com/,2026-06-11T12:10:59
cozaroreliquias.com.br,Cozaro Relíquias,44287,25/07/2024,,https://www.cozaroreliquias.com.br/,2026-06-11T05:57:34
bradg.com.br,Bradg Brazilian Art e Design Gallery,44731,25/07/2024,,https://www.bradg.com.br/,2026-06-11T05:44:40
estiloantigoleiloes.com.br,Estilo Antigo Leilões,44863,25/07/2024,,https://www.estiloantigoleiloes.com.br/,2026-06-11T06:11:53
claudiofirminoleiloeiro.com.br,Claudio Firmino Leiloeiro,45049,25/07/2024,,https://www.claudiofirminoleiloeiro.com.br/,2026-06-11T05:56:15
saojorgeleiloes.com.br,São Jorge Leilões,45117,25/07/2024,,https://www.saojorgeleiloes.com.br/,2026-06-11T11:59:33
outrasepocas.com.br,Outras Épocas - Coleções e Antiguidades,36473,25/07/2023,,https://www.outrasepocas.com.br/,2026-06-11T03:55:10
fibragaleria.com,Fibra Galeria,35465,25/07/2023,,https://www.fibragaleria.com/,2026-06-11T06:13:47
marragavi.com.br,Marragavi Design - Artes e Antiguidades,35669,25/07/2023,,https://www.marragavi.com.br/,2026-06-11T11:54:45
modernaleiloes.com.br,Numismática Moderna Leilões,36661,25/07/2023,,https://www.modernaleiloes.com.br/,2026-06-11T11:55:26
bradg.com.br,Bradg Brazilian Art e Design Gallery,53369,25/06/2025,,https://www.bradg.com.br/,2026-06-11T05:44:40
cozaroreliquias.com.br,Cozaro Relíquias,52868,25/06/2025,,https://www.cozaroreliquias.com.br/,2026-06-11T05:57:34
rodrigoantiguidadesleiloes.com.br,Rodrigo Antiguidades Leilões,52897,25/06/2025,,https://www.rodrigoantiguidadesleiloes.com.br/,2026-06-11T05:56:27
dellfannyleiloes.com.br,Dell Fanny Jóias Leilões,53060,25/06/2025,,https://www.dellfannyleiloes.com.br/,2026-06-11T06:04:08
danielchaiebleiloeiro.com.br,Daniel Chaieb - Leiloeiro Oficial,52557,25/06/2025,,https://www.danielchaiebleiloeiro.com.br/,2026-06-11T06:00:33
antigoporto.com.br,Antigoporto Leilões,52131,25/06/2025,,https://www.antigoporto.com.br/,2026-06-11T06:00:33
ipanemaemporio.com.br,Ipanema Empório Leilões,50661,25/06/2025,,https://www.ipanemaemporio.com.br/,2026-06-11T06:25:59
leilaoatenas.com.br,Atenas Antiquário e Casa de leilões,51933,25/06/2025,,https://www.leilaoatenas.com.br/,2026-06-11T06:30:03
artemodernaleiloes.com.br,Arte Moderna Leilões,44199,25/06/2024,,https://www.artemodernaleiloes.com.br/,2026-06-11T03:55:10
leilaodesign.com.br,Leilão Design,44192,25/06/2024,,https://www.leilaodesign.com.br/,2026-06-11T06:30:32
modernaleiloes.com.br,Numismática Moderna Leilões,44370,25/06/2024,,https://www.modernaleiloes.com.br/,2026-06-11T11:55:26
galeriaarte85.com.br,Galeria Arte 85,44086,25/06/2024,,https://www.galeriaarte85.com.br/,2026-06-11T12:08:42
gabineteleiloes.com.br,Gabinete Leilões de Arte e Antiguidades,18712,25/06/2021,,https://www.gabineteleiloes.com.br/,2026-06-11T12:08:16
finogostoleiloes.com.br,Fino Gosto Leilões,20927,25/06/2021,,https://www.finogostoleiloes.com.br/,2026-06-11T12:08:02
anamelloleiloeira.com.br,Ana Mello Leiloeira,61328,25/05/2026,,https://www.anamelloleiloeira.com.br/,2026-06-11T03:55:10
danielchaiebleiloeiro.com.br,Daniel Chaieb - Leiloeiro Oficial,61917,25/05/2026,,https://www.danielchaiebleiloeiro.com.br/,2026-06-11T06:00:33
filatelicamgleiloes.com.br,Filatélica MG Leilões,62308,25/05/2026,,https://www.filatelicamgleiloes.com.br/,2026-06-11T06:11:07
tpleiloes.com.br,Tenor e Pellizzari Leilões,62177,25/05/2026,,https://www.tpleiloes.com.br/,2026-06-11T06:17:07
medievalleiloes.com.br,Medieval Leilões,61857,25/05/2026,,https://www.medievalleiloes.com.br/,2026-06-11T06:17:07
leiloeskarmel.com.br,Leilões Karmel,61986,25/05/2026,,https://www.leiloeskarmel.com.br/,2026-06-11T12:11:19
kenyapioleiloes.com.br,Kenya Pio Leilões de Arte,43227,25/05/2024,,https://www.kenyapioleiloes.com.br/,2026-06-11T06:27:18
planaltogaleriadearte.com.br,Planalto Galeria de Arte,43411,25/05/2024,,https://www.planaltogaleriadearte.com.br/,2026-06-11T12:15:19
bradg.com.br,Bradg Brazilian Art e Design Gallery,35264,25/05/2023,,https://www.bradg.com.br/,2026-06-11T05:44:40
clubefilatelicodobrasil.org,Clube Filatélico do Brasil,35023,25/05/2023,,https://www.clubefilatelicodobrasil.org/,2026-06-11T05:56:55
fundodobauleiloes.com.br,Antiquário Fundo do Baú,27438,25/05/2022,,https://www.fundodobauleiloes.com.br/,2026-06-11T06:17:26
pontodocolecionadorleiloes.com.br,Ponto do Colecionador leilões,61363,25/04/2026,,https://www.pontodocolecionadorleiloes.com.br/,2026-06-11T03:55:10
budanoleiloeiro.com.br,Francesco Budano - Leiloeiro Oficial,61021,25/04/2026,,https://www.budanoleiloeiro.com.br/,2026-06-11T05:45:53
discodevinil.com,Disco de Vinil,60863,25/04/2026,,https://www.discodevinil.com/,2026-06-11T06:06:17
tpleiloes.com.br,Tenor e Pellizzari Leilões,61175,25/04/2026,,https://www.tpleiloes.com.br/,2026-06-11T06:17:07
brooksleiloes.com.br,Brooks Leilões,51552,25/04/2025,,https://www.brooksleiloes.com.br/,2026-06-11T05:45:29
temperanileiloes.com.br,Temperani Leilões,51626,25/04/2025,,https://www.temperanileiloes.com.br/,2026-06-11T12:00:22
leilaopaulista.com.br,Leilão Paulista,51836,25/04/2025,,https://www.leilaopaulista.com.br/,2026-06-11T12:10:51
casaguarisse.com.br,Casa Guarisse Leilões,41588,25/04/2024,,https://www.casaguarisse.com.br/,2026-06-11T05:51:18
cozaroreliquias.com.br,Cozaro Relíquias,42125,25/04/2024,,https://www.cozaroreliquias.com.br/,2026-06-11T05:57:34
bradg.com.br,Bradg Brazilian Art e Design Gallery,42925,25/04/2024,,https://www.bradg.com.br/,2026-06-11T05:44:40
estiloantigoleiloes.com.br,Estilo Antigo Leilões,42672,25/04/2024,,https://www.estiloantigoleiloes.com.br/,2026-06-11T06:11:53
jmacedoleiloes.com.br,J Macedo Leilões,42932,25/04/2024,,https://www.jmacedoleiloes.com.br/,2026-06-11T12:09:36
amelialeiloeira.com.br,Amélia Amaral Leiloeira,33804,25/04/2023,,https://www.amelialeiloeira.com.br/,2026-06-11T03:55:10
estiloantigoleiloes.com.br,Estilo Antigo Leilões,34482,25/04/2023,,https://www.estiloantigoleiloes.com.br/,2026-06-11T06:11:53
modernaleiloes.com.br,Numismática Moderna Leilões,34584,25/04/2023,,https://www.modernaleiloes.com.br/,2026-06-11T11:55:26
robertonogueiraleiloes.com.br,Roberto Nogueira Leilões,33406,25/04/2023,,https://www.robertonogueiraleiloes.com.br/,2026-06-11T12:16:22
estiloantigoleiloes.com.br,Estilo Antigo Leilões,8782,25/04/2018,,https://www.estiloantigoleiloes.com.br/,2026-06-11T06:11:53
54leiloes.com.br,54 Leilões,60479,25/03/2026,,https://www.54leiloes.com.br/,2026-06-11T03:49:15
saturnoleiloes.com.br,Saturno Leilões,60322,25/03/2026,,https://www.saturnoleiloes.com.br/,2026-06-11T03:55:10
bradg.com.br,Bradg Brazilian Art e Design Gallery,59480,25/03/2026,,https://www.bradg.com.br/,2026-06-11T05:44:40
mundoemartes.com.br,Mundo em Artes Leilões,60243,25/03/2026,,https://www.mundoemartes.com.br/,2026-06-11T05:45:53
budanoleiloeiro.com.br,Francesco Budano - Leiloeiro Oficial,59849,25/03/2026,,https://www.budanoleiloeiro.com.br/,2026-06-11T05:45:53
casadocacaredoleiloes.com.br,Casa do Cacaredo Leilões,59748,25/03/2026,,https://www.casadocacaredoleiloes.com.br/,2026-06-11T05:49:22
cozaroreliquias.com.br,Cozaro Relíquias,59941,25/03/2026,,https://www.cozaroreliquias.com.br/,2026-06-11T05:57:34
danielchaiebleiloeiro.com.br,Daniel Chaieb - Leiloeiro Oficial,60110,25/03/2026,,https://www.danielchaiebleiloeiro.com.br/,2026-06-11T06:00:33
antigoporto.com.br,Antigoporto Leilões,58502,25/03/2026,,https://www.antigoporto.com.br/,2026-06-11T06:00:33
duzzivintage.com.br,Duzzi Vintage Leilões,60166,25/03/2026,,https://www.duzzivintage.com.br/,2026-06-11T06:07:46
elipellensleiloes.com.br,Eli Pellens Leilões,60535,25/03/2026,,https://www.elipellensleiloes.com.br/,2026-06-11T06:08:37
leiloesdecolecionaveis.com.br,Leilões de Colecionáveis,60232,25/03/2026,,https://www.leiloesdecolecionaveis.com.br/,2026-06-11T06:17:07
filatelicamundialleiloes.com.br,Filatélica Mundial Leilões,60214,25/03/2026,,https://www.filatelicamundialleiloes.com.br/,2026-06-11T06:17:07
lagemmeleiloes.com.br,La Gemme Leilões,59754,25/03/2026,,https://www.lagemmeleiloes.com.br/,2026-06-11T06:27:50
resgatemoveisleiloes.com,Resgate Móveis leilões,59758,25/03/2026,,https://www.resgatemoveisleiloes.com/,2026-06-11T11:58:26
vermerleiloes.com.br,Vermer Leilões,59884,25/03/2026,,https://www.vermerleiloes.com.br/,2026-06-11T12:01:10
antigomoderno.com.br,Antigo Moderno Leilões de Arte Antiguidade e Colecionismo,59722,25/03/2026,,https://www.antigomoderno.com.br/,2026-06-11T12:02:51
casacatarinaleiloes.com.br,Casa Catarina,58695,25/03/2026,,https://www.casacatarinaleiloes.com.br/,2026-06-11T12:05:03
sergioaltitleiloes.com.br,Sergio Altit Leilões,60262,25/03/2026,,https://www.sergioaltitleiloes.com.br/,2026-06-11T12:16:45
karlosarteleiloes.com.br,Karlos Arte Leilões,50169,25/03/2025,,https://www.karlosarteleiloes.com.br/,2026-06-11T03:55:10
anaaquinoleiloes.com.br,Ana Aquino Leilões,50493,25/03/2025,,https://www.anaaquinoleiloes.com.br/,2026-06-11T03:55:10
claudiosantanaleiloeiro.com.br,Claudio Santana Leiloeiro Público,49780,25/03/2025,,https://www.claudiosantanaleiloeiro.com.br/,2026-06-11T05:56:27
danielchaiebleiloeiro.com.br,Daniel Chaieb - Leiloeiro Oficial,50525,25/03/2025,,https://www.danielchaiebleiloeiro.com.br/,2026-06-11T06:00:33
fibragaleria.com,Fibra Galeria,49395,25/03/2025,,https://www.fibragaleria.com/,2026-06-11T06:13:47
modernaleiloes.com.br,Numismática Moderna Leilões,51082,25/03/2025,,https://www.modernaleiloes.com.br/,2026-06-11T11:55:26
waltergisermanleiloes.com.br,Walter Giserman Leilões,49771,25/03/2025,,https://www.waltergisermanleiloes.com.br/,2026-06-11T12:01:56
gabineteleiloes.com.br,Gabinete Leilões de Arte e Antiguidades,43721,25/03/2025,,https://www.gabineteleiloes.com.br/,2026-06-11T12:08:16
jmacedoleiloes.com.br,J Macedo Leilões,51224,25/03/2025,,https://www.jmacedoleiloes.com.br/,2026-06-11T12:09:36
54leiloes.com.br,54 Leilões,59763,25/02/2026,,https://www.54leiloes.com.br/,2026-06-11T03:49:15
saturnoleiloes.com.br,Saturno Leilões,59414,25/02/2026,,https://www.saturnoleiloes.com.br/,2026-06-11T03:55:10
bradg.com.br,Bradg Brazilian Art e Design Gallery,59559,25/02/2026,,https://www.bradg.com.br/,2026-06-11T05:44:40
budanoleiloeiro.com.br,Francesco Budano - Leiloeiro Oficial,59492,25/02/2026,,https://www.budanoleiloeiro.com.br/,2026-06-11T05:45:53
mundoemartes.com.br,Mundo em Artes Leilões,59430,25/02/2026,,https://www.mundoemartes.com.br/,2026-06-11T05:45:53
rodrigoantiguidadesleiloes.com.br,Rodrigo Antiguidades Leilões,59013,25/02/2026,,https://www.rodrigoantiguidadesleiloes.com.br/,2026-06-11T05:56:27
cozaroreliquias.com.br,Cozaro Relíquias,59297,25/02/2026,,https://www.cozaroreliquias.com.br/,2026-06-11T05:57:34
filatelicauniao.com.br,Filatélica União,59827,25/02/2026,,https://www.filatelicauniao.com.br/,2026-06-11T06:15:56
lagemmeleiloes.com.br,La Gemme Leilões,59360,25/02/2026,,https://www.lagemmeleiloes.com.br/,2026-06-11T06:27:50
leiloesdecolecionaveis.com.br,Leilões de Colecionáveis,59446,25/02/2026,,https://www.leiloesdecolecionaveis.com.br/,2026-06-11T06:17:07
saojorgeleiloes.com.br,São Jorge Leilões,59757,25/02/2026,,https://www.saojorgeleiloes.com.br/,2026-06-11T11:59:33
britocorrealeiloes.com.br,Brito Corrêa Leilões,58816,25/02/2026,,https://www.britocorrealeiloes.com.br/,2026-06-11T12:04:17
radarleiloesdecolecionismo.com.br,Radar Leilões,57617,25/02/2026,,https://www.radarleiloesdecolecionismo.com.br/,2026-06-11T12:15:52
robertonogueiraleiloes.com.br,Roberto Nogueira Leilões,58919,25/02/2026,,https://www.robertonogueiraleiloes.com.br/,2026-06-11T12:16:22
tiaocolecionismo.com.br,Tião Colecionismo,59424,25/02/2026,,https://www.tiaocolecionismo.com.br/,2026-06-11T12:17:12
ciclosleiloes.com.br,Ciclos Leilões,49783,25/02/2025,,https://www.ciclosleiloes.com.br/,2026-06-11T05:53:05
danielchaiebleiloeiro.com.br,Daniel Chaieb - Leiloeiro Oficial,49927,25/02/2025,,https://www.danielchaiebleiloeiro.com.br/,2026-06-11T06:00:33
claudiofirminoleiloeiro.com.br,Claudio Firmino Leiloeiro,50172,25/02/2025,,https://www.claudiofirminoleiloeiro.com.br/,2026-06-11T05:56:15
leilaodesign.com.br,Leilão Design,49989,25/02/2025,,https://www.leilaodesign.com.br/,2026-06-11T06:30:32
modernaleiloes.com.br,Numismática Moderna Leilões,50324,25/02/2025,,https://www.modernaleiloes.com.br/,2026-06-11T11:55:26
reiarthurleiloes.com.br,Rei Arthur Leilões,50377,25/02/2025,,https://www.reiarthurleiloes.com.br/,2026-06-11T11:58:23
duzzivintage.com.br,Duzzi Vintage Leilões,33151,25/02/2023,,https://www.duzzivintage.com.br/,2026-06-11T06:07:46
cozaroreliquias.com.br,Cozaro Relíquias,40183,25/01/2024,,https://www.cozaroreliquias.com.br/,2026-06-11T05:57:34
bradg.com.br,Bradg Brazilian Art e Design Gallery,40439,25/01/2024,,https://www.bradg.com.br/,2026-06-11T05:44:40
reginaldodacostaleiloes.com.br,Reginaldo da Costa Leilões,40880,25/01/2024,,https://www.reginaldodacostaleiloes.com.br/,2026-06-11T11:58:23
koopakabana.com.br,KoopaKabana Leilões,40687,25/01/2024,,https://www.koopakabana.com.br/,2026-06-11T12:09:49
emporiocentralantiguidades.lel.br,Emporio Central Leilões,32165,25/01/2023,,https://www.emporiocentralantiguidades.lel.br/,2026-06-11T06:08:43
fibragaleria.com,Fibra Galeria,23480,25/01/2022,,https://www.fibragaleria.com/,2026-06-11T06:13:47
estiloantigoleiloes.com.br,Estilo Antigo Leilões,8154,25/01/2018,,https://www.estiloantigoleiloes.com.br/,2026-06-11T06:11:53
brooksleiloes.com.br,Brooks Leilões,57496,24/11/2025,,https://www.brooksleiloes.com.br/,2026-06-11T05:45:29
garimpariaculturaleiloes.com.br,Garimparia Cultura Leilões,56660,24/11/2025,,https://www.garimpariaculturaleiloes.com.br/,2026-06-11T05:45:53
ciclosleiloes.com.br,Ciclos Leilões,55783,24/11/2025,,https://www.ciclosleiloes.com.br/,2026-06-11T05:53:05
doalfineteaofogueteleiloes.com.br,Do Alfinete ao Foguete Leilões,57257,24/11/2025,,https://www.doalfineteaofogueteleiloes.com.br/,2026-06-11T06:06:22
escafandrodiscos.com.br,Escafandro Discos - Antiguidades e Colecionáveis,56778,24/11/2025,,https://www.escafandrodiscos.com.br/,2026-06-11T05:56:15
danielchaiebleiloeiro.com.br,Daniel Chaieb - Leiloeiro Oficial,57015,24/11/2025,,https://www.danielchaiebleiloeiro.com.br/,2026-06-11T06:00:33
estiloantigoleiloes.com.br,Estilo Antigo Leilões,57177,24/11/2025,,https://www.estiloantigoleiloes.com.br/,2026-06-11T06:11:53
ninhodafenixantiquario.com.br,Antiquário Ninho da Fênix,55735,24/11/2025,,https://www.ninhodafenixantiquario.com.br/,2026-06-11T11:55:46
temperanileiloes.com.br,Temperani Leilões,57138,24/11/2025,,https://www.temperanileiloes.com.br/,2026-06-11T12:00:22
webantigos.com.br,Web Antigos,57191,24/11/2025,,https://www.webantigos.com.br/,2026-06-11T12:02:05
modernaleiloes.com.br,Numismática Moderna Leilões,39596,24/11/2023,,https://www.modernaleiloes.com.br/,2026-06-11T11:55:26
bradg.com.br,Bradg Brazilian Art e Design Gallery,30779,24/11/2022,,https://www.bradg.com.br/,2026-06-11T05:44:40
duzzivintage.com.br,Duzzi Vintage Leilões,31007,24/11/2022,,https://www.duzzivintage.com.br/,2026-06-11T06:07:46
estiloantigoleiloes.com.br,Estilo Antigo Leilões,23794,24/11/2021,,https://www.estiloantigoleiloes.com.br/,2026-06-11T06:11:53
alfa27.com.br,ALFA 27 Colecionáveis,54579,24/10/2025,,https://www.alfa27.com.br/,2026-06-11T03:55:10
clubefilatelicodobrasil.org,Clube Filatélico do Brasil,56650,24/10/2025,,https://www.clubefilatelicodobrasil.org/,2026-06-11T05:56:55
filatelicauniao.com.br,Filatélica União,56742,24/10/2025,,https://www.filatelicauniao.com.br/,2026-06-11T06:15:56
saojorgeleiloes.com.br,São Jorge Leilões,47122,24/10/2024,,https://www.saojorgeleiloes.com.br/,2026-06-11T11:59:33
reliquiadosalcantara.com.br,Relíquia dos Alcântara,46757,24/10/2024,,https://www.reliquiadosalcantara.com.br/,2026-06-11T12:16:01
soseforvintage.com.br,Só se for Vintage,46435,24/10/2024,,https://www.soseforvintage.com.br/,2026-06-11T12:16:54
karlosarteleiloes.com.br,Karlos Arte Leilões,37758,24/10/2023,,https://www.karlosarteleiloes.com.br/,2026-06-11T03:55:10
brancoperonleiloeiro.com.br,Branco Peron Leiloeiro,38797,24/10/2023,,https://www.brancoperonleiloeiro.com.br/,2026-06-11T05:45:12
modernaleiloes.com.br,Numismática Moderna Leilões,38777,24/10/2023,,https://www.modernaleiloes.com.br/,2026-06-11T11:55:26
leilaodegarage.com.br,Leilão de Garage,37718,24/10/2023,,https://www.leilaodegarage.com.br/,2026-06-11T12:10:18
originalmoderno.com.br,Original Moderno Design,38783,24/10/2023,,https://www.originalmoderno.com.br/,2026-06-11T12:14:40
finogostoleiloes.com.br,Fino Gosto Leilões,13088,24/10/2019,,https://www.finogostoleiloes.com.br/,2026-06-11T12:08:02
estiloantigoleiloes.com.br,Estilo Antigo Leilões,7582,24/10/2017,,https://www.estiloantigoleiloes.com.br/,2026-06-11T06:11:53
54leiloes.com.br,54 Leilões,55808,24/09/2025,,https://www.54leiloes.com.br/,2026-06-11T03:49:15
outrasepocas.com.br,Outras Épocas - Coleções e Antiguidades,55555,24/09/2025,,https://www.outrasepocas.com.br/,2026-06-11T03:55:10
mbantiguidades.com.br,MB Antiguidades,35080,24/09/2025,,https://www.mbantiguidades.com.br/,2026-06-11T03:55:10
arteprintsleiloes.com.br,Arte Prints Leilões,55597,24/09/2025,,https://www.arteprintsleiloes.com.br/,2026-06-11T05:45:53
casadocacaredoleiloes.com.br,Casa do Cacaredo Leilões,55637,24/09/2025,,https://www.casadocacaredoleiloes.com.br/,2026-06-11T05:49:22
bradg.com.br,Bradg Brazilian Art e Design Gallery,55363,24/09/2025,,https://www.bradg.com.br/,2026-06-11T05:44:40
cb-leiloeiro.com.br,CB - Carvalho Borges Leiloeiro,53371,24/09/2025,,https://www.cb-leiloeiro.com.br/,2026-06-11T05:52:38
cozaroreliquias.com.br,Cozaro Relíquias,54831,24/09/2025,,https://www.cozaroreliquias.com.br/,2026-06-11T05:57:34
dellfannyleiloes.com.br,Dell Fanny Jóias Leilões,55583,24/09/2025,,https://www.dellfannyleiloes.com.br/,2026-06-11T06:04:08
antigoporto.com.br,Antigoporto Leilões,54462,24/09/2025,,https://www.antigoporto.com.br/,2026-06-11T06:00:33
leilaoatenas.com.br,Atenas Antiquário e Casa de leilões,54530,24/09/2025,,https://www.leilaoatenas.com.br/,2026-06-11T06:30:03
vitrinewagantiguidades.com.br,Vitrine Wag Antiguidades,55711,24/09/2025,,https://www.vitrinewagantiguidades.com.br/,2026-06-11T12:18:25
tiaocolecionismo.com.br,Tião Colecionismo,55627,24/09/2025,,https://www.tiaocolecionismo.com.br/,2026-06-11T12:17:12
normandialeiloes.com.br,"Normandia Leilões - Militaria, Antiguidades e Colecionismo",46500,24/09/2024,,https://www.normandialeiloes.com.br/,2026-06-11T05:56:15
modernaleiloes.com.br,Numismática Moderna Leilões,46503,24/09/2024,,https://www.modernaleiloes.com.br/,2026-06-11T11:55:26
leiloesfox.com.br,Fox Leilões,46167,24/09/2024,,https://www.leiloesfox.com.br/,2026-06-11T12:11:11
casagrimaldi.com.br,Casa Grimaldi Leilões,30222,24/09/2022,,https://www.casagrimaldi.com.br/,2026-06-11T05:51:00
finogostoleiloes.com.br,Fino Gosto Leilões,22786,24/09/2021,,https://www.finogostoleiloes.com.br/,2026-06-11T12:08:02
notredameleiloes.com.br,NotreDame Joias,55197,24/08/2025,,https://www.notredameleiloes.com.br/,2026-06-11T12:14:00
fxmcolecoes.com.br,FxXxM Moedas & Coleções,45678,24/08/2024,,https://www.fxmcolecoes.com.br/,2026-06-11T06:17:30
bradg.com.br,Bradg Brazilian Art e Design Gallery,36576,24/08/2023,,https://www.bradg.com.br/,2026-06-11T05:44:40
reiarthurleiloes.com.br,Rei Arthur Leilões,37172,24/08/2023,,https://www.reiarthurleiloes.com.br/,2026-06-11T11:58:23
robertonogueiraleiloes.com.br,Roberto Nogueira Leilões,34688,24/08/2023,,https://www.robertonogueiraleiloes.com.br/,2026-06-11T12:16:22
mktoyseantique.com.br,MK Toys e Antique,29441,24/08/2022,,https://www.mktoyseantique.com.br/,2026-06-11T12:13:22
antigomoderno.com.br,Antigo Moderno Leilões de Arte Antiguidade e Colecionismo,16210,24/08/2020,,https://www.antigomoderno.com.br/,2026-06-11T12:02:51
bonstemposleiloes.com.br,Bons Tempos Leilões,54068,24/07/2025,,https://www.bonstemposleiloes.com.br/,2026-06-11T05:44:20
garimpariaculturaleiloes.com.br,Garimparia Cultura Leilões,52884,24/07/2025,,https://www.garimpariaculturaleiloes.com.br/,2026-06-11T05:45:53
clubefilatelicodobrasil.org,Clube Filatélico do Brasil,54223,24/07/2025,,https://www.clubefilatelicodobrasil.org/,2026-06-11T05:56:55
bvcolecionismo.lel.br,BV Colecionismo,53973,24/07/2025,,https://www.bvcolecionismo.lel.br/,2026-06-11T06:00:33
danielchaiebleiloeiro.com.br,Daniel Chaieb - Leiloeiro Oficial,53828,24/07/2025,,https://www.danielchaiebleiloeiro.com.br/,2026-06-11T06:00:33
ipselos.com.br,IP Selos,53821,24/07/2025,,https://www.ipselos.com.br/,2026-06-11T06:27:02
mercadoaleatorio.com.br,Mercado Aleatório Leilões,53909,24/07/2025,,https://www.mercadoaleatorio.com.br/,2026-06-11T11:55:11
vilajardimbeneantiguidades.com.br,Vila Jardim e Bene Antiguidades,53081,24/07/2025,,https://www.vilajardimbeneantiguidades.com.br/,2026-06-11T12:18:14
antiquariodutraqueimados.com.br,Leilões Dutra Queimados,36424,24/07/2023,,https://www.antiquariodutraqueimados.com.br/,2026-06-11T03:55:10
gavealeiloes.com.br,Gavea Leilões,15939,24/07/2020,,https://www.gavealeiloes.com.br/,2026-06-11T06:21:34
estiloantigoleiloes.com.br,Estilo Antigo Leilões,12232,24/07/2019,,https://www.estiloantigoleiloes.com.br/,2026-06-11T06:11:53
anaaquinoleiloes.com.br,Ana Aquino Leilões,52813,24/06/2025,,https://www.anaaquinoleiloes.com.br/,2026-06-11T03:55:10
claudiosantanaleiloeiro.com.br,Claudio Santana Leiloeiro Público,51892,24/06/2025,,https://www.claudiosantanaleiloeiro.com.br/,2026-06-11T05:56:27
leilaodesign.com.br,Leilão Design,53217,24/06/2025,,https://www.leilaodesign.com.br/,2026-06-11T06:30:32
modernaleiloes.com.br,Numismática Moderna Leilões,53253,24/06/2025,,https://www.modernaleiloes.com.br/,2026-06-11T11:55:26
leilaolojadevinil.com.br,Loja de Vinil e Cia,53119,24/06/2025,,https://www.leilaolojadevinil.com.br/,2026-06-11T12:10:41
rotagotzleiloes.com.br,Rota Gotz Colecionismo,52888,24/06/2025,,https://www.rotagotzleiloes.com.br/,2026-06-11T12:16:25
leiloesldr.com.br,Leilões LDR,44271,24/06/2024,,https://www.leiloesldr.com.br/,2026-06-11T12:11:19
kenyapioleiloes.com.br,Kenya Pio Leilões de Arte,52384,24/05/2025,,https://www.kenyapioleiloes.com.br/,2026-06-11T06:27:18
modernaleiloes.com.br,Numismática Moderna Leilões,43196,24/05/2024,,https://www.modernaleiloes.com.br/,2026-06-11T11:55:26
tuneldotempoleiloes.com.br,Túnel do Tempo Leilões,43094,24/05/2024,,https://www.tuneldotempoleiloes.com.br/,2026-06-11T12:00:47
fibragaleria.com,Fibra Galeria,33486,24/05/2023,,https://www.fibragaleria.com/,2026-06-11T06:13:47
antigomoderno.com.br,Antigo Moderno Leilões de Arte Antiguidade e Colecionismo,34696,24/05/2023,,https://www.antigomoderno.com.br/,2026-06-11T12:02:51
duzzivintage.com.br,Duzzi Vintage Leilões,26948,24/05/2022,,https://www.duzzivintage.com.br/,2026-06-11T06:07:46
